file,CH1_BPFI_energy,CH1_BPFO_energy,CH1_BSF_energy,CH1_CRS_energy,CH2_BPFI_energy,CH2_BPFO_energy,CH2_BSF_energy,CH2_CRS_energy,CH3_BPFI_energy,CH3_BPFO_energy,CH3_BSF_energy,CH3_CRS_energy,CH4_BPFI_energy,CH4_BPFO_energy,CH4_BSF_energy,CH4_CRS_energy
modified_KIMM Simulator_KIMM Bearing Test_20160420101422.tdms,1.9742042739445738e+84,4.464963336959802e+84,6.3374584073646515e+84,3.1615645042515726e+85,2.284518877316111e+86,5.16573299967937e+86,7.331861119495297e+86,3.645324224180358e+87,1.299498398126786e+83,2.9385518756906953e+83,4.170449214079821e+83,2.0841833309075077e+84,1.2021627129343408e+86,2.718266195953093e+86,3.8581539195665544e+86,1.9181148746187722e+87
modified_KIMM Simulator_KIMM Bearing Test_20160420102422.tdms,2.438747230322109e+85,5.5152169086294456e+85,7.827914374707396e+85,3.8740770978365796e+86,1.5903671819293146e+86,3.5959839675086e+86,5.103829452417561e+86,2.5423070845328125e+87,2.9254435043815047e+84,6.6147572625055015e+84,9.387829118746935e+84,4.6490217520857726e+85,8.094526801487073e+84,1.830214722372102e+85,2.5971395183195866e+85,1.302755633897611e+86
modified_KIMM Simulator_KIMM Bearing Test_20160420103422.tdms,2.24384508380316e+82,5.073410773462521e+82,7.201092822796115e+82,3.6245253106972703e+83,7.86761521915793e+85,1.7787834266171438e+86,2.5243524654523575e+86,1.2507371864517375e+87,2.1705447101183254e+86,4.9080611949048086e+86,6.965318130092775e+86,3.4626949334591032e+87,5.006107442039424e+86,1.1319442253322354e+87,1.6063302147101955e+87,7.988409764929034e+87
modified_KIMM Simulator_KIMM Bearing Test_20160420104422.tdms,1.860865041583598e+85,4.20810166698477e+85,5.972560288680406e+85,2.9805855401744983e+86,1.8539767613251358e+85,4.192406606626755e+85,5.951296086572179e+85,2.9688573923025443e+86,3.438667381571059e+86,7.775136727042831e+86,1.1034025335453333e+87,5.479961635181843e+87,5.6382302357477394e+85,1.2746395703884193e+86,1.8089233916017525e+86,8.962676732863679e+86
modified_KIMM Simulator_KIMM Bearing Test_20160420105422.tdms,1.9438703337494328e+85,4.3952353937465954e+85,6.238180774000705e+85,3.118943529687704e+86,1.8950045042709658e+86,4.2848147190174903e+86,6.081316863245995e+86,3.005928791049316e+87,1.0974492486656868e+87,2.4814802666872433e+87,3.5223278740873904e+87,1.74575124240254e+88,2.444809776434971e+86,5.528838982723965e+86,7.848323628325911e+86,3.8927434173232587e+87
modified_KIMM Simulator_KIMM Bearing Test_20160420110422.tdms,2.5081622094110384e+84,5.671323945232245e+84,8.049313191808128e+84,3.9770994303359184e+85,9.648586614419942e+84,2.181694349153616e+85,3.096652894348656e+85,1.5408253313105337e+86,3.2377858232631956e+85,7.321444387477602e+85,1.039102795035152e+86,5.183293007901872e+86,1.1992492818029376e+86,2.711982475013535e+86,3.849694301617278e+86,1.9096520666873223e+87
modified_KIMM Simulator_KIMM Bearing Test_20160420111422.tdms,2.2438295117549965e+85,5.074134920485491e+85,7.201855732217765e+85,3.606448173857794e+86,6.392684433403562e+83,1.4453453601601754e+84,2.0511000324435764e+84,1.025111615082206e+85,4.6818955897745044e+85,1.058728078526862e+86,1.5027208604876468e+86,7.52015876272283e+86,1.1497145543776437e+86,2.5996065439787544e+86,3.6892918934503116e+86,1.8257062189525133e+87
modified_KIMM Simulator_KIMM Bearing Test_20160420112422.tdms,1.057785580609684e+84,2.3920006705799613e+84,3.3951496580381725e+84,1.692098328547841e+85,6.959564899320297e+85,1.5737145455850576e+86,2.233620527938979e+86,1.1098904041066138e+87,1.5326032032474686e+85,3.4652224023635746e+85,4.917578941213892e+85,2.457947578339945e+86,9.302235903312502e+85,2.103534279263099e+86,2.9855689753579487e+86,1.4830812612720276e+87
modified_KIMM Simulator_KIMM Bearing Test_20160420113422.tdms,1.4063808845377685e+85,3.180079533542211e+85,4.513776402302497e+85,2.2375079348082317e+86,3.0172392486025448e+84,6.823269622328569e+84,9.682290966281802e+84,4.852548721378763e+85,1.891116504001419e+85,4.2760142922935e+85,6.068534251522922e+85,2.99313647924463e+86,2.0738738136634517e+86,4.6898139289737673e+86,6.65619226109169e+86,3.3293547519646943e+87
modified_KIMM Simulator_KIMM Bearing Test_20160420114422.tdms,1.836483222903237e+85,4.15229488484899e+85,5.8928321080224664e+85,2.913552675424669e+86,1.1900644381281669e+86,2.691009594331162e+86,3.818738518648122e+86,1.9284633912542683e+87,1.1575079581305223e+85,2.6175272417585175e+85,3.7148597947522706e+85,1.84967808355425e+86,5.581869461431465e+86,1.2622868083356975e+87,1.7916127731916316e+87,8.971706316183812e+87
modified_KIMM Simulator_KIMM Bearing Test_20160420115422.tdms,1.5555188905038848e+85,3.517036890909968e+85,4.99165679977409e+85,2.472973562384484e+86,4.5929568503814774e+86,1.038558109260768e+87,1.4739552844517208e+87,7.350832353052253e+87,5.462317308561925e+83,1.2352843604300856e+84,1.7534700185871185e+84,8.773162963549325e+84,1.4632200831648498e+86,3.309132771811096e+86,4.6965600378772197e+86,2.356101904099926e+87
modified_KIMM Simulator_KIMM Bearing Test_20160420120422.tdms,5.015788134004048e+85,1.1343043512209011e+86,1.6096159328280204e+86,7.985282756140524e+86,1.3899624562376985e+85,3.142578692541555e+85,4.459595731363597e+85,2.2217626181247913e+86,1.948657829447013e+86,4.4062198574290464e+86,6.253756516053376e+86,3.091041953842945e+87,4.9535330710304714e+86,1.1200106037992378e+87,1.589489129754696e+87,7.972985001039412e+87
modified_KIMM Simulator_KIMM Bearing Test_20160420121422.tdms,3.262373536426609e+84,7.376095028279049e+84,1.046690917516292e+85,5.194198624593459e+85,2.1960805758369663e+86,4.966169650680443e+86,7.048603319076945e+86,3.4983888574374206e+87,1.6230962409934257e+86,3.6707249481250506e+86,5.209908577287805e+86,2.593579899901924e+87,1.0910334781516387e+84,2.4668778128645213e+84,3.5010579396544715e+84,1.77008785223598e+85
modified_KIMM Simulator_KIMM Bearing Test_20160420122422.tdms,2.938442911769851e+85,6.643633295552507e+85,9.42813407069876e+85,4.6661946325208875e+86,1.1197109741157811e+86,2.5318300445671966e+86,3.593555894238374e+86,1.778268369739347e+87,9.129298872650058e+85,2.0644844724755158e+86,2.930206838931909e+86,1.4522877889382437e+87,2.049761584881879e+87,4.634946928599697e+87,6.578420231064001e+87,3.271853040335466e+88
modified_KIMM Simulator_KIMM Bearing Test_20160420123422.tdms,6.720814009595653e+85,1.5198375438124146e+86,2.1573311337286833e+86,1.0651636608216442e+87,2.993508053565742e+86,6.769462595921664e+86,9.608593974193176e+86,4.812655780368114e+87,1.2210489764491676e+85,2.760772763727265e+85,3.917978925725109e+85,1.9552771070590735e+86,3.270767896101398e+86,7.396183679854806e+86,1.049789533565519e+87,5.222914002097748e+87
modified_KIMM Simulator_KIMM Bearing Test_20160420124422.tdms,1.463153640208183e+85,3.308457291434294e+85,4.695297458753385e+85,2.3252372864142887e+86,6.283597872161163e+85,1.4205606395049935e+86,2.0158441919025837e+86,1.0058556172431002e+87,2.7659999034233993e+84,6.254559788896126e+84,8.877556804830466e+84,4.4179884471740284e+85,8.18485480739309e+85,1.8505873968613065e+86,2.6262900735827405e+86,1.31643660182193e+87
modified_KIMM Simulator_KIMM Bearing Test_20160420125422.tdms,1.2625797207532175e+85,2.8548033476039314e+85,4.051578732969737e+85,2.0138214589318824e+86,2.518337428940564e+84,5.694010915411049e+84,8.081236672804416e+84,4.014835051746638e+85,1.3527429043534633e+85,3.0584978283689857e+85,4.3405193481914987e+85,2.1418065520776303e+86,1.255464710966555e+86,2.8387693746146615e+86,4.0289957087634256e+86,2.0063964521455935e+87
modified_KIMM Simulator_KIMM Bearing Test_20160420130422.tdms,1.9151727590511673e+85,4.3303783308817235e+85,6.145878438171974e+85,3.0790428825748723e+86,1.7952054287723524e+83,4.0592486285243277e+83,5.761326366682954e+83,2.8336024013077074e+84,1.944095711771224e+86,4.3964743067313273e+86,6.239662125022476e+86,3.1144070027904093e+87,2.91049095122342e+87,6.581192403460962e+87,9.340137750335677e+87,4.6240290161021186e+88
modified_KIMM Simulator_KIMM Bearing Test_20160420131422.tdms,9.617260937502124e+85,2.1746630756678907e+86,3.0864208897880665e+86,1.5309872556102815e+87,6.420716625050817e+84,1.4517348890487356e+85,2.0602132470014476e+85,1.0347196897140797e+86,3.541357546230699e+84,8.00762354884282e+84,1.1365305095045332e+85,5.690345219987736e+85,7.4317605581060625e+84,1.6804769961469984e+85,2.3851041602842146e+85,1.1820059512854832e+86
modified_KIMM Simulator_KIMM Bearing Test_20160420132422.tdms,1.1540301695267788e+85,2.6098183373230096e+85,3.704756259912684e+85,1.855118247646425e+86,8.042293367791895e+86,1.8184755278302215e+87,2.5806288921000668e+87,1.2802362790662262e+88,1.9169333494656988e+82,4.3342842255653795e+82,6.151085935162388e+82,3.066633908300735e+83,1.909132447039493e+86,4.3170731529202467e+86,6.126517692398841e+86,3.033705430980686e+87
modified_KIMM Simulator_KIMM Bearing Test_20160420133422.tdms,3.8498588655808e+85,8.706277568820646e+85,1.2357377438191093e+86,6.131941723542902e+86,2.5726748013465035e+86,5.817059364529272e+86,8.255690712550162e+86,4.131552856027476e+87,2.2148569649163455e+86,5.008760802631719e+86,7.10895901798303e+86,3.528586571916547e+87,5.053535961759039e+86,1.1426823964098254e+87,1.621812277521003e+87,8.137211683635615e+87
modified_KIMM Simulator_KIMM Bearing Test_20160420134422.tdms,5.509472420965529e+85,1.2458643144874473e+86,1.7682196388619074e+86,8.804942528444157e+86,3.976073581142982e+85,8.991731439810953e+85,1.276224920501919e+86,6.35964500610247e+86,6.597312177525212e+85,1.4921030191522736e+86,2.1177465853144023e+86,1.0493418886583194e+87,4.072935291559939e+85,9.208976535254822e+85,1.3070339819631585e+86,6.549825529704423e+86
modified_KIMM Simulator_KIMM Bearing Test_20160420135422.tdms,1.8650488566489632e+83,4.217839564026362e+83,5.986644368693082e+83,3.001602030444012e+84,1.9439780222289727e+86,4.3955091457213617e+86,6.238427070859828e+86,3.1077033853988273e+87,3.405019948482968e+85,7.699696194850683e+85,1.0928683062114807e+86,5.48291901775806e+86,8.761359795967955e+86,1.9811373392294158e+87,2.8117448942360132e+87,1.3952415055915214e+88
modified_KIMM Simulator_KIMM Bearing Test_20160420140422.tdms,1.5043679568710036e+85,3.401558533723291e+85,4.827551991706438e+85,2.394203688046478e+86,3.4194216454434e+86,7.73177372840398e+86,1.09740273716386e+87,5.4450169250269195e+87,1.6687065326163574e+86,3.7728039034878486e+86,5.3541853316233e+86,2.644509902353604e+87,9.118298723098894e+86,2.0618674862016718e+87,2.926447614195677e+87,1.4609373574393176e+88
modified_KIMM Simulator_KIMM Bearing Test_20160420141422.tdms,4.860548898117957e+85,1.0989576639889872e+86,1.5595666235973912e+86,7.729558498845561e+86,1.0358148255977454e+84,2.342012764555463e+84,3.3237374807299576e+84,1.656034723670991e+85,4.782731304682312e+86,1.0813939956972789e+87,1.5346724080883617e+87,7.673140034332342e+87,1.676953694540273e+86,3.7924054928132063e+86,5.382615432734012e+86,2.677252392367356e+87
modified_KIMM Simulator_KIMM Bearing Test_20160420142422.tdms,8.433727803338267e+85,1.9071494322641022e+86,2.7068464337292206e+86,1.342163738877481e+87,3.1456669298039087e+84,7.113283654365196e+84,1.0096054753057105e+85,5.056750782374727e+85,5.800053351138159e+86,1.3116304623061757e+87,1.8614797820674923e+87,9.301624133485244e+87,3.813809527980558e+86,8.624066838051095e+86,1.2239798549175639e+87,6.106334044291576e+87
modified_KIMM Simulator_KIMM Bearing Test_20160420143422.tdms,2.6949577712069184e+84,6.095227642943055e+84,8.652084205373488e+84,4.2676541027985575e+85,1.432064161982166e+86,3.2382188217993694e+86,4.595378704815088e+86,2.296036752623847e+87,2.5185348884874723e+86,5.695125031394458e+86,8.083142860006679e+86,3.99817551824362e+87,5.378360274879417e+85,1.2162473712728133e+86,1.7265033737666024e+86,8.689299435761514e+86
modified_KIMM Simulator_KIMM Bearing Test_20160420144422.tdms,8.242436689162112e+84,1.86393434925501e+85,2.6456230115391725e+85,1.3214211988765703e+86,3.245307134100566e+86,7.338390197960019e+86,1.0415300399674415e+87,5.172862277118941e+87,5.070610521608939e+85,1.146592091423646e+86,1.6274103154109733e+86,8.066510347372164e+86,1.2083497593090678e+86,2.732154917885583e+86,3.8777761139736874e+86,1.9192232398647032e+87
modified_KIMM Simulator_KIMM Bearing Test_20160420145422.tdms,2.4275985162992855e+84,5.4890855119078175e+84,7.790078542630138e+84,3.879471938313301e+85,8.063051938456085e+86,1.8230668195770815e+87,2.5874033716970214e+87,1.2887312580706628e+88,4.6845834002360747e+86,1.0592890250926698e+87,1.5034661255729193e+87,7.512596950269884e+87,2.683789086290312e+85,6.068433508961346e+85,8.612599496287178e+85,4.3064199980844015e+86
modified_KIMM Simulator_KIMM Bearing Test_20160509183711.tdms,6.531295418632443e+83,1.4768762139917342e+84,2.0960901244898713e+84,1.0400626177901992e+85,3.3749196180045247e+84,7.631034595780072e+84,1.0830876029052445e+85,5.4047370544645544e+85,8.489187725837475e+84,1.9196108852266628e+85,2.724360394540937e+85,1.3420342983554348e+86,6.027656847663623e+84,1.3629645756190327e+85,1.9345540596199013e+85,9.628954147445178e+85
modified_KIMM Simulator_KIMM Bearing Test_20160509184711.tdms,1.2063601261161642e+84,2.72761912732717e+84,3.8709233709729303e+84,1.9305013865054553e+85,1.491441563104539e+80,3.371863589284069e+80,4.78513553192022e+80,2.373320964477634e+81,3.8300788846095974e+85,8.659599726924073e+85,1.2287898361261204e+86,6.116019354249347e+86,1.9191274632990707e+84,4.3398798903897e+84,6.15861761689272e+84,3.0662299186721595e+85
modified_KIMM Simulator_KIMM Bearing Test_20160509185711.tdms,3.168054122502284e+83,7.163618911404433e+83,1.0166748829768446e+84,5.031959962454609e+84,8.85090846683863e+84,2.0014030390550653e+85,2.840929390172617e+85,1.4207574790099833e+86,7.632079124136034e+83,1.7256752437177305e+84,2.4492332989418163e+84,1.216387651121269e+85,4.6191142072483275e+84,1.0444365502079655e+85,1.4824248383192233e+85,7.358667907017037e+85
modified_KIMM Simulator_KIMM Bearing Test_20160509190711.tdms,4.60929473723217e+84,1.042075997158332e+85,1.4789340881870506e+85,7.311734509516956e+85,8.69761598467534e+84,1.9666390569504937e+85,2.7908527011332893e+85,1.3801709346316604e+86,1.0883042970942813e+83,2.461001006499015e+83,3.4926631116688046e+83,1.7459195241721343e+84,1.056453685396864e+85,2.389059906141046e+85,3.391344994766846e+85,1.6814036080741247e+86
modified_KIMM Simulator_KIMM Bearing Test_20160509191711.tdms,2.959813543720437e+82,6.692791437076097e+82,9.49876911242396e+82,4.7048343869134694e+83,9.444638455335843e+84,2.135648646320053e+85,3.031044158742661e+85,1.50512895469848e+86,8.260403255177656e+84,1.867726644832621e+85,2.650869673086942e+85,1.3157834460046236e+86,1.440165880297171e+85,3.2563268092654856e+85,4.6212536729794196e+85,2.309751032436859e+86
modified_KIMM Simulator_KIMM Bearing Test_20160509192711.tdms,7.939054159960224e+83,1.7951151091003257e+84,2.5476386925555687e+84,1.2652850369752062e+85,6.5734984275453e+82,1.4862484640654896e+83,2.1093099353319152e+83,1.0360888251724235e+84,4.805806460117675e+84,1.0866162242102316e+85,1.5421165877090634e+85,7.689673117730563e+85,2.846863257667632e+85,6.437671516337953e+85,9.137791242530786e+85,4.5182360496533873e+86
modified_KIMM Simulator_KIMM Bearing Test_20160509193711.tdms,1.4418934176510884e+85,3.26010870725784e+85,4.6270875680714126e+85,2.320899418165363e+86,2.8535151817805366e+81,6.451567043246676e+81,9.155483382134133e+81,4.5632146542101674e+82,1.544047201629123e+85,3.4911240669038814e+85,4.954143093411489e+85,2.4574728456263754e+86,6.361884054546092e+84,1.4385936011029671e+85,2.041654017992952e+85,1.0099220683774055e+86
modified_KIMM Simulator_KIMM Bearing Test_20160509194711.tdms,8.299209901237707e+82,1.876660454808167e+83,2.6636983053886096e+83,1.3360162802008496e+84,6.066991187683519e+82,1.3721160810406806e+83,1.9475880472584352e+83,9.717732508094279e+83,3.2903024432143857e+84,7.439768781440232e+84,1.0558905703353222e+85,5.252819113967367e+85,5.865062944900112e+81,1.3262676252716003e+82,1.8822967028353662e+82,9.376791964514085e+82
modified_KIMM Simulator_KIMM Bearing Test_20160509195711.tdms,9.294415679672787e+83,2.1017429439439365e+84,2.983391105814083e+84,1.4694239334185393e+85,1.0000444659508231e+85,2.2614759318128326e+85,3.209085168205068e+85,1.573194837178118e+86,1.6312680346797268e+86,3.688452860844727e+86,5.235162352513964e+86,2.589481866914078e+87,6.0707714299520986e+85,1.3726652410204314e+86,1.948360477384468e+86,9.69278101217173e+86
modified_KIMM Simulator_KIMM Bearing Test_20160509200711.tdms,4.901845562430382e+84,1.1085305427857584e+85,1.573340026274252e+85,7.845046757926426e+85,1.5014346532934178e+85,3.395265876296075e+85,4.8186746414067834e+85,2.4233384863694555e+86,1.0638510409623927e+85,2.4055331147645436e+85,3.4142293878686924e+85,1.7067472295793128e+86,1.0783854288118535e+85,2.4383184482727898e+85,3.460290972025178e+85,1.7206469286081143e+86
modified_KIMM Simulator_KIMM Bearing Test_20160509201711.tdms,6.031561087738099e+83,1.3639361431982714e+84,1.9357220318500857e+84,9.653300719972796e+84,1.6124204576571646e+85,3.645857165734108e+85,5.174568466276741e+85,2.5937819559838744e+86,8.262382906285822e+84,1.868287387537708e+85,2.65164324893412e+85,1.3179170329978357e+86,1.2658231644541088e+85,2.8620652278155262e+85,4.061979902975829e+85,2.0247181159276022e+86
modified_KIMM Simulator_KIMM Bearing Test_20160509202711.tdms,7.273300738784484e+84,1.6448082618268593e+85,2.334450086953079e+85,1.1611631917804924e+86,1.5498644794903064e+84,3.504525427415939e+84,4.9734977071302934e+84,2.452383060240443e+85,1.400252721684014e+85,3.166513356195249e+85,4.4945255430048346e+85,2.245989914451704e+86,7.949011479928998e+84,1.797234797679448e+85,2.5505290818374373e+85,1.2707208496880712e+86
modified_KIMM Simulator_KIMM Bearing Test_20160509203711.tdms,1.9052143463529097e+84,4.3082534404333965e+84,6.114713238479937e+84,3.046292293621797e+85,3.733924532370838e+84,8.442588776201093e+84,1.1981361940086989e+85,5.9207273274482357e+85,1.4461370061114696e+85,3.2701239642487415e+85,4.641293408755616e+85,2.3172761591260924e+86,1.3106649293884793e+85,2.9637565612401764e+85,4.206074230722936e+85,2.0960171666539735e+86
modified_KIMM Simulator_KIMM Bearing Test_20160509204711.tdms,9.287653673509544e+84,2.099993269795523e+85,2.980125340336173e+85,1.486272970268116e+86,2.7668143845813587e+85,6.256287972145417e+85,8.879073438921676e+85,4.3911154947204624e+86,5.457318276597009e+84,1.2340084565453266e+85,1.7514002567701726e+85,8.734711476839278e+85,1.0097584947592596e+85,2.2834020255167738e+85,3.240972804754099e+85,1.6136138449644873e+86
modified_KIMM Simulator_KIMM Bearing Test_20160509205711.tdms,5.257162312440724e+83,1.1888036892727054e+84,1.6873294954946693e+84,8.477305491127543e+84,6.188641287287482e+84,1.3993747211322043e+85,1.9862372793339397e+85,9.854847210342237e+85,4.1335963264027334e+85,9.345326803691492e+85,1.326139388960149e+86,6.603729017654642e+86,2.5319688348476097e+84,5.725332976644478e+84,8.125545414295818e+84,4.0080212837191284e+85
modified_KIMM Simulator_KIMM Bearing Test_20160509210711.tdms,7.5943367990140875e+84,1.7174327486797322e+85,2.437828037639349e+85,1.2104856799248974e+86,6.679565772137098e+83,1.5103822442381596e+84,2.1436432938328385e+84,1.0625224884395779e+85,4.807403848034827e+84,1.0870036119964939e+85,1.5426026397499411e+85,7.600819822849417e+85,8.628326791278869e+83,1.950946632400891e+84,2.7687095489698265e+84,1.3840847752642792e+85
